time,Brazil_grasslands_crop_mask
2018.0325,1.15649456239265
2018.0975,1.18007246048554
2018.1625,1.17035325778567
2018.2275,1.15826315503371
2018.2925,1.15602631297028
2018.3575,1.17649999689638
2018.4225,1.16747395549383
2018.4875,1.18555555244287
2018.5525,1.17182989403145
2018.6175,1.15749140621461
2018.6825,1.15137456782495
2018.7475,1.16377550728467
2018.8125,1.15830807794224
2018.8775,1.14397499740124
2018.9425,1.16522499700387
2019.0075,1.16991666356723
2019.0725,1.17029166360696
2019.1375,1.18934999664625
2019.2025,1.16899999698003
2019.2675,1.1878499964873
2019.3325,1.17297499676545
2019.3975,1.1853499964873
2019.4625,1.18672499636809
2019.5275,1.19669999639193
2019.5925,1.1938249963522
2019.6575,1.1924166627725
2019.7225,1.18897499620914
2019.7875,1.19471666296323
2019.8525,1.18696666320165
2019.9175,1.17325833014647
2019.9825,1.18484999656677
2020.0475,1.19384999632835
2020.1125,1.19172499636809
2020.1775,1.19272499620914
2020.2425,1.20934999585152
2020.3075,1.21747499565283
2020.3725,1.21497499565283
2020.4375,1.21784999569257
2020.5025,1.21584999601046
2020.5675,1.2179333293438
2020.6325,1.21954166273276
2020.6975,1.21095832963785
2020.7625,1.23280832946301
2020.8275,1.2412833293279
2020.8925,1.240308329463
2020.9575,1.2307666627566
2021.0225,1.20597499628862
2021.0875,1.22593332926432
2021.1525,1.23055832922459
2021.2175,1.21605832954248
2021.2825,1.21780832946301
2021.3475,1.2282666627566
2021.4125,1.2511833290259
2021.4775,1.220308329463
2021.5425,1.2187249960502
2021.6075,1.19966666301091
2021.6725,1.21027499616146
2021.7375,1.22346666256587
2021.8025,1.22516666253408
2021.8675,1.23109999577204
2021.9325,1.21261249611775
2021.9975,1.22939999580383
2022.0625,1.23322499573231
2022.1275,1.2162249960502
2022.1925,1.23565194375587
2022.2575,1.21239999612172
2022.3225,1.2309979394891
2022.3875,1.23625923980533
2022.4525,1.24572668548231
2022.5175,1.20878833133635
2022.5825,1.18841392076566
2022.6475,1.16604009411965
2022.7125,1.20873728140409
2022.7775,1.18502257500208
2022.8425,1.22831645716577
2022.9075,1.36786633692393
2022.9725,1.27896049720105
2023.0375,1.10771597733539
2023.1025,1.1233862730653
2023.1675,1.171348242692
2023.2325,1.20855384463859
2023.2975,1.38965817222344
2023.3625,1.6138358235274
2023.4275,2.04232045958156
2023.4925,2.01271792032794
2023.5575,1.94245650738882
2023.6225,1.86420679557633
2023.6875,1.75879278107826
2023.7525,1.64100653227239
2023.8175,1.55511960473405
2023.8825,2.47801127419007
2023.9475,2.82328599977316
2024.0125,2.53984963810906
2024.0775,1.59843327928353
2024.1425,2.12556586273043
2024.2075,2.12594205192449
2024.2725,2.41799476876966
2024.3375,1.99659985732103
2024.4025,NA
2024.4675,NA
