time,cattle
2018.0325,291.714644749959
2018.0975,296.996536254883
2018.1625,289.087930838267
2018.2275,272.989710489909
2018.2925,268.511652628581
2018.3575,258.054077148438
2018.4225,239.59123916626
2018.4875,260.501387914022
2018.5525,245.094446818034
2018.6175,244.427787780762
2018.6825,205.37860584259
2018.7475,192.442145029704
2018.8125,170.923802693685
2018.8775,145.821995854378
2018.9425,160.238682349523
2019.0075,145.480007648468
2019.0725,138.129058408737
2019.1375,145.242505470912
2019.2025,145.713839530945
2019.2675,128.083490123351
2019.3325,147.18384774526
2019.3975,138.097882906596
2019.4625,143.351226011912
2019.5275,125.925737265497
2019.5925,136.019982705514
2019.6575,133.541959007581
2019.7225,139.326906204224
2019.7875,136.74004650116
2019.8525,146.688855970899
2019.9175,164.816410779953
2019.9825,159.369133281708
2020.0475,173.102881651372
2020.1125,175.340390523275
2020.1775,173.386190414429
2020.2425,145.19188229243
2020.3075,145.618118405342
2020.3725,149.641080379486
2020.4375,185.405091444651
2020.5025,174.585031509399
2020.5675,161.581467461586
2020.6325,163.00589410464
2020.6975,171.366442362467
2020.7625,175.743827581406
2020.8275,178.291461706161
2020.8925,189.409793893496
2020.9575,158.782852172852
2021.0225,189.889135996501
2021.0875,185.513512361617
2021.1525,165.026722073555
2021.2175,190.235262811184
2021.2825,254.404903411865
2021.3475,259.096281687419
2021.4125,259.823801040649
2021.4775,264.057825088501
2021.5425,270.922714233398
2021.6075,281.535259048144
2021.6725,281.227554321289
2021.7375,288.355079650879
2021.8025,301.919166564941
2021.8675,303.574651082357
2021.9325,307.749094645182
2021.9975,306.979287465413
2022.0625,329.591601053874
2022.1275,342.877742473896
2022.1925,343.835845947266
2022.2575,351.691955566406
2022.3225,366.994120279948
2022.3875,368.667826334635
2022.4525,367.585781279064
2022.5175,321.759957758586
2022.5825,321.898773193359
2022.6475,336.010340841193
2022.7125,296.35535774231
2022.7775,314.389403654734
2022.8425,276.114827300563
2022.9075,242.468190705266
2022.9725,305.111686832133
2023.0375,899.506695405244
2023.1025,4546.30473772158
2023.1675,6887.12664995347
2023.2325,5406.90598989558
2023.2975,4469.31997113909
2023.3625,3927.2132699149
2023.4275,1423.90068562826
2023.4925,1423.90068562826
2023.5575,1423.90068562826
2023.6225,1162.20906639099
2023.6875,1143.80000305176
2023.7525,1090.36189812108
2023.8175,1311.6364192236
2023.8825,1481.38503402161
2023.9475,719.853490197654
2024.0125,182.060568303843
2024.0775,2218.21979357665
2024.1425,2049.93883157232
2024.2075,2352.8924350673
2024.2725,3435.88997591803
2024.3375,2249.82642264988
2024.4025,NA
2024.4675,NA
