time,soy
2018.0325,1.16841160732767
2018.0975,1.13961053067359
2018.1625,1.09208533642949
2018.2275,1.06510553025363
2018.2925,1.10962993320666
2018.3575,1.11648525413714
2018.4225,1.06729426980019
2018.4875,1.07441512958871
2018.5525,1.16757843961421
2018.6175,1.20620321572032
2018.6825,1.17328282361178
2018.7475,1.08909610299026
2018.8125,1.08855386695476
2018.8775,1.13027331487338
2018.9425,1.13961766997973
2019.0075,1.05758855597178
2019.0725,1.05958222007751
2019.1375,1.06071898341179
2019.2025,1.05205082273483
2019.2675,1.060403043588
2019.3325,1.06071898341179
2019.3975,1.05611169354121
2019.4625,1.08021708289782
2019.5275,1.07021239558856
2019.5925,1.07143801108996
2019.6575,1.07143801108996
2019.7225,1.08419019063314
2019.7875,1.07498208022118
2019.8525,1.06914917484919
2019.9175,1.07143801108996
2019.9825,1.08652144996325
2020.0475,1.21945069805781
2020.1125,1.32384041682879
2020.1775,1.38092326362928
2020.2425,1.1106899608771
2020.3075,1.0979956946373
2020.3725,1.05543838342031
2020.4375,1.05843603348732
2020.5025,1.05843603348732
2020.5675,1.05595518509547
2020.6325,1.05969126637777
2020.6975,1.0531199297905
2020.7625,1.05949925422668
2020.8275,1.05843603348732
2020.8925,1.05614719724655
2020.9575,1.06075448711713
2021.0225,1.0531199297905
2021.0875,1.05437516268094
2021.1525,1.05808976912498
2021.2175,1.12343642775218
2021.2825,1.20722512876987
2021.3475,1.26113753155867
2021.4125,1.1453597766161
2021.4775,1.09944725847244
2021.5425,1.03975808445613
2021.6075,1.07148027545214
2021.6725,1.03356510555744
2021.7375,1.06273398222242
2021.8025,1.06572422990723
2021.8675,1.04707323950245
2021.9325,1.06685149101984
2021.9975,1.17008039871852
2022.0625,1.15843109255745
2022.1275,1.1656490945816
2022.1925,1.2059611047109
2022.2575,1.23755757473172
2022.3225,2.67100668601663
2022.3875,4.48976366767429
2022.4525,4.70507779222674
2022.5175,3.57831505305266
2022.5825,2.27632615822808
2022.6475,1.73831397154382
2022.7125,1.86147403234786
2022.7775,2.08622470760878
2022.8425,5.38001395135626
2022.9075,2.9114393547831
2022.9725,1.45337943442583
2023.0375,3.25017713091829
2023.1025,34.5144628530726
2023.1675,102.683081851161
2023.2325,53.7387269230848
2023.2975,1.07349019340237
2023.3625,1
2023.4275,1
2023.4925,1
2023.5575,1
2023.6225,1
2023.6875,1
2023.7525,1
2023.8175,1.01368976674181
2023.8825,1.06013969324672
2023.9475,2.72625316104312
2024.0125,2.13679230836103
2024.0775,282.962789827238
2024.1425,133.080941382877
2024.2075,266.211457926862
2024.2725,493.688447855744
2024.3375,613.71803857406
2024.4025,NA
2024.4675,NA
