time,sugarcane
2018.0325,6.63095975725547
2018.0975,6.36586913021578
2018.1625,6.42900126239528
2018.2275,6.07045643427916
2018.2925,5.98093684767422
2018.3575,5.8333022248745
2018.4225,5.93801864629818
2018.4875,6.09226063640995
2018.5525,6.0464696838274
2018.6175,6.05619970877556
2018.6825,6.03248776910231
2018.7475,5.88555589310166
2018.8125,5.50197055245489
2018.8775,6.05231939641634
2018.9425,5.88248573062817
2019.0075,5.69620958000422
2019.0725,5.67276587301493
2019.1375,6.13889610526959
2019.2025,5.61423569589853
2019.2675,5.36328075756629
2019.3325,5.68396368145943
2019.3975,5.52509384622177
2019.4625,5.6036437480251
2019.5275,5.10742386899392
2019.5925,4.99916720950604
2019.6575,5.22141956839959
2019.7225,5.34061739915609
2019.7875,5.83596822156509
2019.8525,5.10472630272309
2019.9175,5.47385295595725
2019.9825,6.63633653819561
2020.0475,6.99258861622924
2020.1125,6.53692894673347
2020.1775,6.7502678637391
2020.2425,6.56991156381369
2020.3075,6.68298770412661
2020.3725,6.55322470172246
2020.4375,6.62629850876331
2020.5025,6.73188099118074
2020.5675,6.58450845788774
2020.6325,7.02273312444346
2020.6975,7.00951941464345
2020.7625,6.96449976229668
2020.8275,7.38177177709341
2020.8925,7.38666435002145
2020.9575,7.50734194578727
2021.0225,7.08866359641155
2021.0875,7.31815584586916
2021.1525,7.5759624160812
2021.2175,7.36037890968152
2021.2825,6.1991496407049
2021.3475,6.02132250899077
2021.4125,6.14412656795979
2021.4775,6.16704515270392
2021.5425,5.97959387470143
2021.6075,6.24230477528629
2021.6725,6.18570573304948
2021.7375,5.66784314520586
2021.8025,5.98721627566288
2021.8675,5.87236899985405
2021.9325,6.37336281276046
2021.9975,7.07818371435858
2022.0625,7.16475512009521
2022.1275,7.53343021270692
2022.1925,12.1555506991973
2022.2575,13.8763571261694
2022.3225,12.3532883416655
2022.3875,12.3993789376061
2022.4525,14.1789902758066
2022.5175,13.966396812122
2022.5825,14.0804592832022
2022.6475,11.3350853850852
2022.7125,11.1930810428306
2022.7775,13.1986570646492
2022.8425,14.0364031993665
2022.9075,13.2039616016539
2022.9725,11.1902066913345
2023.0375,9.63742313859726
2023.1025,7.97772401139772
2023.1675,5.67711504241586
2023.2325,4.47060905175327
2023.2975,2.67968007849501
2023.3625,1.91670419246017
2023.4275,2.75502149072249
2023.4925,2.85091941372481
2023.5575,2.84493287905027
2023.6225,2.87708444819046
2023.6875,3.07863112926877
2023.7525,3.65951768387165
2023.8175,4.69488718790832
2023.8825,4.12956602122886
2023.9475,7.94584639991802
2024.0125,17.9241592774058
2024.0775,59.2329496313372
2024.1425,53.357958488128
2024.2075,85.2644253276807
2024.2725,156.352677588215
2024.3375,104.592872396637
2024.4025,NA
2024.4675,NA
